67	Town / Classic Town / Fire	620-1	Fireman's Car
61	Pirates / Pirates I	6204-1	Buccaneers
67	Town / Classic Town / Police	621-1	Police Car
67	Town / Classic Town / Hospital	623-1	Medic's Car
61	Pirates / Pirates I	6232-1	Skeleton Crew
61	Pirates / Pirates I	6234-1	Renegade's Raft
61	Pirates / Pirates I	6235-1	Buried Treasure
61	Pirates / Pirates I / Islanders	6236-1	King Kahuka
61	Pirates / Pirates I	6237-1	Pirates' Plunder
61	Pirates / Pirates I / Imperial Armada	6244-1	Armada Sentry
61	Pirates / Pirates I / Imperial Soldiers	6245-1	Harbor Sentry
61	Pirates / Pirates I / Islanders	6246-1	Crocodile Cage
61	Pirates / Pirates I	6247-1	Bounty Boat
61	Pirates / Pirates I	6248-1	Volcano Island
61	Pirates / Pirates I	6249-1	Pirates Ambush
67	Town / Classic Town / Construction	625-1	Tractor
61	Pirates / Pirates I	6250-1	Cross Bone Clipper
61	Pirates / Pirates I	6251-1	Pirate Mini Figures
61	Pirates / Pirates I	6252-1	Sea Mates
61	Pirates / Pirates I	6254-1	Rocky Reef
61	Pirates / Pirates I	6255-1	Pirate Comic
61	Pirates / Pirates I / Islanders	6256-1	Islander Catamaran
61	Pirates / Pirates I	6257-1	Castaway's Raft
61	Pirates / Pirates I	6258-1	Smuggler's Shanty
61	Pirates / Pirates I / Imperial Soldiers	6259-1	Broadside's Brig
61	Pirates / Pirates I	6260-1	Shipwreck Island
61	Pirates / Pirates I	6261-1	Raft Raiders
61	Pirates / Pirates I / Islanders	6262-1	King Kahuka's Throne
61	Pirates / Pirates I / Imperial Guards	6263-1	Imperial Outpost
61	Pirates / Pirates I / Islanders	6264-1	Forbidden Cove
61	Pirates / Pirates I / Imperial Soldiers	6265-1	Sabre Island
61	Pirates / Pirates I / Imperial Guards	6266-1	Cannon Cove
61	Pirates / Pirates I / Imperial Soldiers	6267-1	Lagoon Lock-Up
61	Pirates / Pirates I	6268-1	Renegade Runner
61	Pirates / Pirates I	6270-1	Forbidden Island
61	Pirates / Pirates I / Imperial Guards	6271-1	Imperial Flagship
61	Pirates / Pirates I	6273-1	Rock Island Refuge
61	Pirates / Pirates I / Imperial Soldiers	6274-1	Caribbean Clipper
61	Pirates / Pirates I / Imperial Soldiers	6276-1	Eldorado Fortress
61	Pirates / Pirates I / Imperial Guards	6277-1	Imperial Trading Post
61	Pirates / Pirates I / Islanders	6278-1	Enchanted Island
61	Pirates / Pirates I	6279-1	Skull Island
61	Pirates / Pirates I / Imperial Armada	6280-1	Armada Flagship
61	Pirates / Pirates I	6281-1	Pirates Perilous Pitfall
61	Pirates / Pirates I	6285-1	Black Seas Barracuda
61	Pirates / Pirates I	6286-1	Skull's Eye Schooner
61	Pirates / Pirates I	6289-1	Red Beard Runner
61	Pirates / Pirates I	6296-1	Shipwreck Island
67	Town / Classic Town / Supplemental	6301-1	Town Mini-Figures
67	Town / Classic Town / Supplemental	6302-1	Mini-Figure Set
67	Town / Classic Town / Supplemental	6304-1	Cross Roads Plates
67	Town / Classic Town / Supplemental	6305-1	Trees and Flowers
67	Town / Classic Town / Supplemental	6306-1	Road Signs
67	Town / Classic Town / Supplemental / Fire	6307-1	Firemen
67	Town / Classic Town / Supplemental / Police	6308-1	Policemen
67	Town / Classic Town / Supplemental	6309-1	Town Mini-Figures
67	Town / Classic Town / Supplemental	6310-1	T-Road Plates
67	Town / Classic Town / Supplemental	6311-1	Curved Road Plates
67	Town / Classic Town / Supplemental	6312-1	Straight Road Plates
67	Town / Classic Town / Supplemental	6313-1	Cross-Road Plates
67	Town / Classic Town / Supplemental	6314-1	City People
67	Town / Classic Town / Supplemental	6315-1	Road Signs
67	Town / Classic Town / Supplemental	6316-1	Flags and Fences
67	Town / Classic Town / Supplemental	6317-1	Trees and Flowers
67	Town / Classic Town / Supplemental	6318-1	Flowers, Trees and Fences
67	Town / Classic Town / Supplemental	6319-1	Trees and Fences
67	Town / Town Jr. / Supplemental	6320-1	T-Road Plates
67	Town / Town Jr. / Supplemental	6321-1	Curved Road Plates
67	Town / Town Jr. / Supplemental	6322-1	Straight Road Plates
67	Town / Town Jr. / Supplemental	6323-1	Cross Road Plates
67	Town / Town Jr. / Police	6324-1	Chopper Cop
67	Town / Town Jr. / Cargo	6325-1	Package Pick-Up
67	Town / Town Jr. / Supplemental	6326-1	Town Folks
67	Town / Town Jr. / Race	6327-1	Turbo Champs
67	Town / Town Jr. / Police	6328-1	Helicopter Transport
67	Town / Town Jr. / Traffic	6329-1	Truck Stop
67	Town / Town Jr. / Cargo	6330-1	Cargo Center
67	Town / Classic Town / Airport	6331-1	Patriot Jet
67	Town / Town Jr. / Police	6332-1	Command Post Central
67	Town / Town Jr. / Race	6333-1	Race and Chase
67	Town / Classic Town / Race	6334-1	Wave Jump Racers
67	Town / Classic Town / Race	6335-1	Indy Transport
67	Town / Launch Command	6336-1	Launch Response Unit
67	Town / Classic Town / Race	6337-1	Fast Track Finish
67	Town / Classic Town / Coast Guard / Harbor	6338-1	Hurricane Harbor
67	Town / Launch Command	6339-1	Shuttle Launch Pad
67	Town / Classic Town / Fire	6340-1	Hook & Ladder
67	Town / Classic Town / Airport	6341-1	Gas N' Go Flyer
67	Town / Classic Town / Coast Guard	6342-1	Beach Rescue Chopper
67	Town / Classic Town / Police	6344-1	Jet Speed Justice
67	Town / Classic Town / Airport	6345-1	Aerial Acrobats
67	Town / Classic Town / Airport	6346-1	Shuttle Launching Crew
67	Town / Classic Town / Supplemental	6347-1	Monorail Accessory Track
67	Town / Classic Town / Police	6348-1	Surveillance Squad
67	Town / Classic Town / Building	6349-1	Vacation House
67	Town / Classic Town / Food & Drink	6350-1	Pizza To Go
67	Town / Classic Town / Recreation	6351-1	Surf N' Sail Camper
67	Town / Classic Town / Construction	6352-1	Cargomaster Crane
67	Town / Classic Town / Coast Guard / Harbor	6353-1	Coastal Cutter
67	Town / Classic Town / Police	6354-1	Pursuit Squad
67	Town / Classic Town / Recreation	6355-1	Derby Trotter
67	Town / Classic Town / Hospital	6356-1	Med-Star Rescue Plane
67	Town / Classic Town / Traffic	6357-1	Stunt 'Copter N' Truck
67	Town / Classic Town / Fire	6358-1	Snorkel Squad
67	Town / Classic Town / Farm	6359-1	Horse Trailer
67	Town / Classic Town / Building	6360-1	Weekend Cottage
67	Town / Classic Town / Construction	6361-1	Mobile Crane
67	Town / Classic Town / Post Office	6362-1	Post Office
67	Town / Classic Town / Traffic	6363-1	Auto Service Station
67	Town / Classic Town / Hospital	6364-1	Paramedic Unit
67	Town / Classic Town / Building	6365-1	Summer Cottage
67	Town / Classic Town / Fire	6366-1	Fire & Rescue Squad
67	Town / Classic Town / Cargo	6367-1	Truck
67	Town / Classic Town / Airport	6368-1	Jet Airliner
67	Town / Classic Town / Traffic	6369-1	Garage
422	Universal Building Set / Supplemental	637-1	Plastic Playtable
67	Town / Classic Town / Building	6370-1	Weekend Home
67	Town / Classic Town / Gas Station	6371-1	Service Station
67	Town / Classic Town / Building	6372-1	Town House
67	Town / Classic Town / Traffic	6373-1	Motorcycle Shop
67	Town / Classic Town / Building	6374-1	Holiday Home
67	Town / Classic Town / Cargo	6375-1	Trans Air Carrier
67	Town / Classic Town / Gas Station	6375-2	Exxon Gas Station
67	Town / Classic Town / Food & Drink	6376-1	Breezeway Cafe (Breezeway Café)
67	Town / Classic Town / Cargo	6377-1	Delivery Center
67	Town / Classic Town / Gas Station	6378-1	Service Station
67	Town / Classic Town / Building	6379-1	Riding Stable
67	Town / Classic Town / Hospital	6380-1	Emergency Treatment Center
67	Town / Classic Town / Race	6381-1	Motor Speedway
67	Town / Classic Town / Fire	6382-1	Fire Station
67	Town / Classic Town / Construction	6383-1	Public Works Center
67	Town / Classic Town / Police	6384-1	Police Station
67	Town / Classic Town / Fire	6385-1	Fire House-I
67	Town / Classic Town / Police	6386-1	Police Command Base
67	Town / Classic Town / Coast Guard	6387-1	Coastal Rescue Base
67	Town / Classic Town / Building	6388-1	Holiday Home with Caravan
67	Town / Classic Town / Fire	6389-1	Fire Control Center
67	Town / Classic Town / Traffic	6390-1	Main Street
67	Town / Classic Town / Cargo	6391-1	Cargo Center
67	Town / Classic Town / Airport	6392-1	Airport
67	Town / Classic Town / Traffic	6393-1	Big Rig Truck Stop
67	Town / Classic Town / Gas Station	6394-1	Metro Park & Service Tower
67	Town / Classic Town / Race	6395-1	Victory Lap Raceway
67	Town / Classic Town / Airport	6396-1	International Jetport
67	Town / Classic Town / Gas Station	6397-1	Gas N' Wash Express
67	Town / Classic Town / Police	6398-1	Central Precinct HQ
67	Town / Classic Town / Airport	6399-1	Airport Shuttle
277	Legoland / Fire	640-1	Fire Truck
67	Town / Classic Town / Race	6400-1	Go-Kart
67	Town / Paradisa	6401-1	Seaside Cabana
67	Town / Paradisa	6402-1	Sidewalk Cafe
67	Town / Paradisa	6403-1	Paradise Playground
67	Town / Paradisa	6404-1	Carriage Ride
67	Town / Paradisa	6405-1	Sunset Stables
67	Town / Classic Town / Race	6406-1	Go-Kart
67	Town / Town Jr. / Fire	6407-1	Fire Chief
67	Town / Paradisa	6409-1	Island Arcade
67	Town / Classic Town / Construction	641-1	Excavator
67	Town / Paradisa	6410-1	Cabana Beach
67	Town / Paradisa	6411-1	Sand Dollar Cafe
67	Town / Paradisa	6414-1	Dolphin Point
67	Town / Res-Q	6415-1	Res-Q Jet-Ski
67	Town / Paradisa	6416-1	Poolside Paradise
67	Town / Paradisa	6417-1	Show Jumping Event
67	Town / Paradisa	6418-1	Country Club
67	Town / Paradisa	6419-1	Rolling Acres Ranch
67	Town / Classic Town / Post Office	6420-1	Mail Carrier
67	Town / Town Jr. / Traffic	6422-1	Telephone Repair
67	Town / Town Jr. / Traffic	6423-1	Mini Tow Truck
67	Town / Town Jr. / Race	6424-1	Rig Racers
67	Town / Town Jr. / Traffic	6425-1	TV Chopper
67	Town / Town Jr. / Traffic	6426-1	Super Cycle Center
67	Town / Town Jr. / Supplemental	6427-1	Road Signs
67	Town / Res-Q	6428-1	Wave Saver
67	Town / Town Jr. / Fire	6429-1	Blaze Responder
67	Town / Classic Town / Traffic	643-1	Flatbed Truck
67	Town / Classic Town / Police	6430-1	Night Patroller
67	Town / Res-Q	6431-1	Road Rescue
67	Town / Town Jr. / Race	6432-1	Speedway Transport
67	Town / Town Jr. / Police	6433-1	Coast Watch
67	Town / Town Jr. / Traffic	6434-1	Roadside Repair
67	Town / Town Jr. / Coast Guard	6435-1	Coast Guard HQ
67	Town / Classic Town / Race	6436-1	Go-Kart
67	Town / Town Jr. / Coast Guard	6437-1	Beach Buggy
67	Town / Town Jr. / Construction	6439-1	Mini Dumper
67	Town / Classic Town / Police	644-2	Police Mobile Patrol
67	Town / Classic Town / Airport	6440-1	Jetport Fire Squad
67	Town / Divers	6441-1	Deep Reef Refuge
67	Town / Divers	6442-1	Sting Ray Explorer
67	Town / Outback	6444-1	Outback Airstrip
67	Town / Res-Q	6445-1	Emergency Evac
67	Town / Town Jr. / Traffic	6446-1	Crane Truck
67	Town / Town Jr. / Construction	6447-1	Dumper
67	Town / Classic Town / Police	645-1	Police Helicopter
67	Town / Classic Town / Police	6450-1	Mobile Police Truck
67	Town / Res-Q	6451-1	River Response
67	Town / Space Port	6452-1	Mini Rocket Launcher
67	Town / Space Port	6453-1	Com-Link Cruiser
67	Town / Space Port	6454-1	Countdown Corner
67	Town / Space Port	6455-1	Space Simulation Station
67	Town / Space Port	6456-1	Mission Control
67	Town / Space Port	6457-1	Astronaut Figure
67	Town / Space Port	6458-1	Satellite with Astronaut
67	Town / Space Port	6459-1	Fuel Truck
67	Town / Classic Town / Traffic	646-1	Auto Service Truck
67	Town / Space Port	6461-1	Surveillance Chopper
67	Town / Res-Q	6462-1	Aerial Recovery
67	Town / Space Port	6463-1	Lunar Rover
67	Town / Town Jr. / Traffic	6464-1	Super Rescue Complex
67	Town / Space Port	6465-1	Space Port Jet
67	Town / Town Jr. / Race	6467-1	Power Pitstop
67	Town / Town Jr. / Traffic	6468-1	Tow-n-Go Value Pack
67	Town / Space Port	6469-1	Space Port Value Pack
67	Town / Town Jr. / Construction	6470-1	Mini Dump Truck
67	Town / Town Jr. / Police	6471-1	4WD Police Patrol
67	Town / Res-Q	6473-1	Res-Q Cruiser
67	Town / Town Jr. / Construction	6474-1	Wheeled Front Shovel
67	Town / Town Jr. / Fire	6477-1	Fire Fighter's Lift Truck
67	Town / Town Jr. / Fire	6478-1	Fire Fighters' HQ
67	Town / Res-Q	6479-1	Emergency Response Center
67	Town / Classic Town / Fire	6480-1	Hook and Ladder Truck
67	Town / Classic Town / Construction	6481-1	Construction Crew
67	Town / Classic Town / Hospital	6482-1	Rescue Helicopter
67	Town / Classic Town / Police / Harbor	6483-1	Coastal Patrol
67	Town / Classic Town / Race	6484-1	F1 Hauler
67	Town / Town Jr. / Fire	6486-1	Fire Engine
67	Town / Outback	6487-1	Mountain Rescue
67	Town / Paradisa	6489-1	Seaside Holiday Cottage
67	Town / Outback	6490-1	Amazon Crossing
157	Time Cruisers	6491-1	Rocket Racer
157	Time Cruisers	6492-1	Hypno Cruiser
157	Time Cruisers	6493-1	Flying Time Vessel
157	Time Cruisers	6494-1	Mystic Mountain Time Lab
157	Time Cruisers	6495-1	Time Tunnelator
157	Time Cruisers	6496-1	Whirling Time Warper
157	Time Cruisers	6497-1	Twisted Time Train
67	Town / Classic Town / Race	6498-1	Go-Kart
157	Time Cruisers	6499-1	Time Tunnelator
67	Town / Classic Town / Traffic	6501-1	Sport Convertible
67	Town / Classic Town / Race	6502-1	Turbo Racer
67	Town / Classic Town / Race	6503-1	Sprint Racer
67	Town / Classic Town / Construction	6504-1	Tractor
67	Town / Classic Town / Fire	6505-1	Fire Chief's Car
67	Town / Classic Town / Police	6506-1	Precinct Cruiser
67	Town / Classic Town / Construction	6507-1	Mini Dumper
67	Town / Classic Town / Race / Harbor	6508-1	Wave Racer
67	Town / Classic Town / Race	6509-1	Red Devil Racer
67	Town / Classic Town / Race	6510-1	Mud Runner
67	Town / Classic Town / Fire	6511-1	Rescue Runabout
67	Town / Classic Town / Construction	6512-1	Landscape Loader
67	Town / Classic Town / Harbor	6513-1	Glade Runner
67	Town / Classic Town / Recreation	6514-1	Trail Ranger
67	Town / Classic Town / Airport	6515-1	Stunt Copter
67	Town / Launch Command	6516-1	Moon Walker
67	Town / Classic Town / Race / Harbor	6517-1	Water Jet
67	Town / Classic Town / Coast Guard	6518-1	Baja Buggy
67	Town / Race	6519-1	Turbo Tiger
67	Town / Arctic	6520-1	Mobile Outpost
67	Town / Classic Town / Traffic	6521-1	Emergency Repair Truck
67	Town / Classic Town / Police	6522-1	Highway Patrol
67	Town / Classic Town / Hospital	6523-1	Red Cross
67	Town / Classic Town / Traffic	6524-1	Blizzard Blazer
67	Town / Classic Town / Fire	6525-1	Blaze Commander
67	Town / Classic Town / Race	6526-1	Red Line Racer
67	Town / Classic Town / Construction	6527-1	Tipper Truck
67	Town / Classic Town / Race	6528-1	Sand Storm Racer
67	Town / Classic Town / Airport	6529-1	Ultra Light I
67	Town / Classic Town / Traffic	6530-1	Sport Coupe
67	Town / Classic Town / Fire	6531-1	Flame Chaser
67	Town / Classic Town / Construction	6532-1	Diesel Dumper
67	Town / Classic Town / Police	6533-1	Police 4x4
67	Town / Classic Town / Recreation	6534-1	Beach Bandit
67	Town / Classic Town / Construction	6535-1	Dumper
67	Town / Classic Town / Airport	6536-1	Aero Hawk
67	Town / Classic Town / Race / Harbor	6537-1	Hydro Racer
67	Town / Classic Town / Traffic	6538-1	Rebel Roadster
67	Town / Classic Town / Race	6539-1	Victory Cup Racers
67	Town / Classic Town / Police / Harbor	6540-1	Pier Police
67	Town / Classic Town / Harbor	6541-1	Intercoastal Seaport
67	Town / Classic Town / Harbor	6542-1	Launch & Load Seaport
67	Town / Classic Town / Harbor	6543-1	Sail N' Fly Marina
67	Town / Launch Command	6544-1	Shuttle Transcon 2
67	Town / Classic Town / Police	6545-1	Search N' Rescue
67	Town / Classic Town / Race	6546-1	Slick Racer
67	Town / Paradisa	6547-1	Fun Fair
67	Town / Town Jr. / Gas Station	6548-1	Octan Gas Station
67	Town / Town Jr. / Traffic	6549-1	Roadblock Runners
67	Town / Outback	6550-1	Outback Racer
67	Town / Classic Town / Race	6551-1	Checkered Flag 500
67	Town / Classic Town / Recreation	6552-1	Rocky River Retreat
67	Town / Outback	6553-1	Crisis News Crew
67	Town / Town Jr. / Fire	6554-1	Blaze Brigade
67	Town / Divers	6555-1	Sea Hunter
67	Town / Divers	6556-1	Scuba Squad
67	Town / Divers	6557-1	Treasure Hunters
67	Town / Divers	6558-1	Shark Cage Cove
67	Town / Divers	6559-1	Deep Sea Bounty
67	Town / Divers	6560-1	Diving Expedition Explorer
67	Town / Classic Town / Race	6561-1	Hot Rod Club
67	Town / Classic Town / Gas Station	6562-1	Gas Stop Shop
67	Town / Classic Town / Recreation	6563-1	Gator Landing
67	Town / Town Jr. / Traffic	6564-1	Recycle Truck
67	Town / Town Jr. / Construction	6565-1	Construction Crew
67	Town / Town Jr. / Traffic	6566-1	Bank
67	Town / Extreme Team	6567-1	Speed Splash
67	Town / Extreme Team	6568-1	Drag Race Rally
67	Town / Arctic	6569-1	Polar Scout
67	Town / Classic Town / Fire	6571-1	Flame Fighters
67	Town / Extreme Team	6572-1	Wind Runners
67	Town / Arctic	6573-1	Arctic Expedition
67	Town / Arctic	6575-1	Polar Base
67	Town / Arctic	6577-1	Snow Scooter
67	Town / Arctic	6578-1	Polar Explorer
67	Town / Arctic	6579-1	Ice Surfer
67	Town / Extreme Team	6580-1	Land Jet 7
67	Town / Classic Town / Construction	6581-1	Dig 'N' Dump
67	Town / Extreme Team	6582-1	Daredevil Flight Squad
67	Town / Extreme Team	6584-1	Extreme Team Challenge
67	Town / Extreme Team	6585-1	Hang-Glider
67	Town / Arctic	6586-1	Polar Scout
67	Town / Extreme Team	6589-1	Radical Racer
67	Town / Classic Town / Traffic	6590-1	Vacation Camper
67	Town / Classic Town / Race	6591-1	Nitro Dragsters
67	Town / Classic Town / Building	6592-1	Vacation Hideaway
67	Town / Classic Town / Fire	6593-1	Blaze Battler
67	Town / Classic Town / Gas Station	6594-1	Gas Transit
67	Town / Classic Town / Recreation	6595-1	Surf Shack
67	Town / Classic Town / Harbor	6596-1	Wave Master
67	Town / Classic Town / Airport	6597-1	Century Skyway
67	Town / Classic Town / Police	6598-1	Metro PD Station
67	Town / Divers	6599-1	Shark Attack
67	Town / Classic Town / Police	6600-1	Police Patrol
67	Town / Town Jr. / Construction	6600-2	Highway Construction
67	Town / Classic Town / Food & Drink	6601-1	Ice Cream Cart
67	Town / Race	6602-2	Scorpion Buggy
67	Town / Classic Town / Fire	6602-1	Fire Unit 1
67	Town / Classic Town / Construction	6603-1	Shovel Truck
67	Town / Classic Town / Race	6604-1	Formula-I Racer
67	Town / Classic Town / Race	6605-1	Road Racer
67	Town / Classic Town / Traffic	6606-1	Road Repair Set
67	Town / Classic Town / Traffic	6607-1	Service Truck
67	Town / Classic Town / Farm	6608-1	Tractor
67	Town / Classic Town / Race	6609-1	Race Car
67	Town / Classic Town / Gas Station	6610-1	Gas Pumps
67	Town / Classic Town / Fire	6611-1	Fire Chief's Car
67	Town / Classic Town / Fire	6612-1	Fire Chief's Car
67	Town / Classic Town / Traffic	6613-1	Telephone Booth
67	Town / Launch Command	6614-1	Launch Evac 1
67	Town / Classic Town / Airport	6615-1	Eagle Stunt Flyer
67	Town / Race	6616-1	Rocket Dragster
67	Town / Race	6617-1	Tough Truck Rally
67	Town / Race	6618-1	Blue Racer
67	Town / Race	6619-1	Red Four Wheel Driver
67	Town / Classic Town / Fire	6621-1	Fire Truck
67	Town / Classic Town / Post Office	6622-1	Mailman on Motorcycle
67	Town / Classic Town / Police	6623-1	Police Car
67	Town / Classic Town / Cargo	6624-1	Delivery Van
67	Town / Classic Town / Police	6625-1	Speed Trackers
67	Town / Classic Town / Hospital	6626-1	Rescue Helicopter
67	Town / Arctic	6626-2	Snow Scooter
67	Town / Classic Town / Traffic	6627-1	Convertible
67	Town / Classic Town / Gas Station	6628-1	Shell Tow Truck
67	Town / Classic Town / Hospital	6629-1	Ambulance
67	Town / Classic Town / Construction	6630-1	Bucket Loader
67	Town / Classic Town / Construction	6631-1	Steam Shovel
67	Town / Classic Town / Police	6632-1	Tactical Patrol Truck
67	Town / Classic Town / Traffic	6633-1	Family Car
67	Town / Classic Town / Race	6634-1	Stock Car
67	Town / Classic Town / Race	6639-1	Raven Racer
67	Town / Classic Town / Off-Road	6641-1	4-Wheelin' Truck
67	Town / Classic Town / Police	6642-1	Police Helicopter
67	Town / Classic Town / Fire	6643-1	Fire Truck
67	Town / Classic Town / Traffic	6644-1	Road Rebel
67	Town / Classic Town / Traffic	6645-1	Street Sweeper
67	Town / Classic Town / Race	6646-1	Screaming Patriot
67	Town / Classic Town / Traffic	6647-1	Highway Repair
67	Town / Classic Town / Race	6648-1	Mag Racer
67	Town / Classic Town / Construction	6648-2	Dump Truck
67	Town / Classic Town / Traffic	6649-1	Street Sweeper
67	Town / Classic Town / Fire	6650-1	Fire and Rescue Van
67	Town / Classic Town / Post Office	6651-1	Post Office Van
67	Town / Classic Town / Construction	6652-1	Construction Truck
67	Town / Classic Town / Traffic	6653-1	Highway Emergency Van
67	Town / Classic Town / Traffic	6654-1	Motorcycle Transport
67	Town / Classic Town / Traffic	6655-1	Auto & Tire Repair
67	Town / Classic Town / Traffic	6656-1	Tow Truck
67	Town / Classic Town / Fire	6657-1	Fire Patrol Copter
67	Town / Classic Town / Construction	6658-1	Bulldozer
67	Town / Classic Town / Off-Road	6659-1	TV Camera Crew
67	Town / Classic Town / Off-Road	6660-1	Hook & Haul Wrecker
67	Town / Classic Town / Traffic	6661-1	Mobile TV Studio
67	Town / Classic Town / Construction	6662-1	Backhoe
67	Town / Classic Town / Harbor	6663-1	Wave Rebel
67	Town / Classic Town / Police	6664-1	Chopper Cops
67	Town / Classic Town / Recreation	6665-1	River Runners
67	Town / Classic Town / Hospital	6666-1	Ambulance
67	Town / Classic Town / Traffic	6667-1	Pothole Patcher
67	Town / Classic Town / Traffic	6668-1	Recycle Truck
67	Town / Classic Town / Race	6669-1	Diesel Daredevil
67	Town / Classic Town / Traffic	6670-1	Rescue Rig
67	Town / Classic Town / Traffic	6671-1	Utility Repair Lift
67	Town / Classic Town / Off-Road	6672-1	Safari Off-Road Vehicle
67	Town / Classic Town / Airport	6673-1	Solo Trainer
67	Town / Classic Town / Traffic	6674-1	Crane Truck
67	Town / Classic Town / Off-Road	6675-1	Road & Trail 4x4
67	Town / Classic Town / Police	6676-1	Mobile Command Unit
67	Town / Classic Town / Race	6677-1	Motocross Racing
67	Town / Classic Town / Construction	6678-1	Pneumatic Crane
67	Town / Classic Town / Harbor	6679-1	Dark Shark
67	Town / Classic Town / Traffic	6679-2	Exxon Tow Truck
67	Town / Classic Town / Hospital	6680-1	Ambulance
67	Town / Classic Town / Police	6681-1	Police Van
67	Town / Classic Town / Construction	6682-1	Cement Mixer
67	Town / Classic Town / Food & Drink	6683-1	Burger Stand
67	Town / Classic Town / Police	6684-1	Police Patrol Squad
67	Town / Classic Town / Fire	6685-1	Fire Copter 1
67	Town / Classic Town / Construction	6686-1	Backhoe
67	Town / Classic Town / Airport	6687-1	Turbo Prop I
67	Town / Classic Town / Hospital	6688-1	Ambulance
67	Town / Classic Town / Post Office	6689-1	Post-Station
67	Town / Classic Town / Fire	6690-1	Snorkel Pumper
67	Town / Classic Town / Hospital	6691-1	Red Cross Helicopter
67	Town / Classic Town / Cargo	6692-1	Tractor Trailer
67	Town / Classic Town / Traffic	6693-1	Refuse Collection Truck
67	Town / Classic Town / Traffic	6694-1	Car with Camper
67	Town / Classic Town / Gas Station	6695-1	Shell Tanker
67	Town / Classic Town / Gas Station	6696-1	Exxon Fuel Tanker
67	Town / Classic Town / Coast Guard	6697-1	Rescue-I Helicopter
67	Town / Classic Town / Harbor	6698-1	RV with Speedboat
67	Town / Classic Town / Traffic	6699-1	Cycle Fix-It Shop
67	Town / Classic Town / Construction	670-1	Mobile Crane
34	Space / Supplemental	6701-1	Minifig Pack
34	Space / Supplemental	6702-1	Minifig Pack
34	Space / Supplemental	6703-1	Minifig Pack
34	Space / Supplemental	6704-1	Minifig Pack
34	Space / Supplemental	6705-1	Space Explorers
69	Western / Cowboys	6706-1	Frontier Patrol
67	Town / Race	6707-1	Green Buggy
69	Western / Indians	6709-1	Tribal Chief
67	Town / Classic Town / Gas Station	671-1	Shell Fuel Pumper
34	Space / Supplemental	6710-1	Space Landing Pads
69	Western / Cowboys	6712-1	Sheriff's Showdown
67	Town / Race	6713-1	Grip 'n' Go Challenge
67	Town / Race	6714-1	Speed Dragster
69	Western / Cowboys	6716-1	Covered Wagon
69	Western / Indians	6718-1	Raindance Ridge
67	Town / Classic Town / Fire	672-1	Fire Engine
67	Town / Classic Town / Traffic	673-1	Rally Repair Crew
67	Town / Classic Town / Construction	674-1	Forklift & Truck
69	Western / Indians	6746-1	Chief's Tepee
69	Western / Indians	6748-1	Boulder Cliff Canyon
67	Town / Classic Town / Food & Drink	675-1	Snack Bar
34	Space / Classic Space	6750-1	Sonic Robot
69	Western / Cowboys	6755-1	Sheriff's Lock-Up
69	Western / Cowboys	6761-1	Bandit's Secret Hide-Out
69	Western / Cowboys	6765-1	Gold City Junction
69	Western / Indians	6766-1	Rapid River Village
69	Western / Cowboys	6769-1	Fort Legoredo
9	Castle / Classic Castle	677-1	Knight's Procession
34	Space / Futuron	6770-1	Lunar Transporter Patroller
34	Space / Classic Space	6780-1	XT Starship
34	Space / Space Police I	6781-1	SP-Striker
34	Space / Classic Space	6783-1	Sonar Transmitting Cruiser
69	Western / Cowboys	6790-1	Bandit's Wheelgun (Boxed)
69	Western / Cowboys	6791-1	Bandit's Wheelgun
69	Western / Cowboys	6799-1	Showdown Canyon
34	Space / UFO	6800-1	Cyber Blaster
34	Space / Classic Space	6801-1	Moon Buggy
34	Space / Classic Space	6802-1	Space Probe
34	Space / Classic Space	6803-1	Space Patrol
34	Space / Classic Space	6804-1	Surface Rover
34	Space / Classic Space	6805-1	Astro Dasher
34	Space / Classic Space	6806-1	Surface Hopper
34	Space / Classic Space	6807-1	Space Sledge with Astronaut and Robot
34	Space / Classic Space	6808-1	Galaxy Trekkor
34	Space / Classic Space	6809-1	XT-5 and Droid
34	Space / Futuron	6810-1	Laser Ranger
34	Space / M:Tron	6811-1	Pulsar Charger
34	Space / Blacktron II	6812-1	Grid Trekkor
34	Space / Space Police II	6813-1	Galactic Chief
34	Space / Ice Planet 2002	6814-1	Ice Tunnelator
34	Space / Exploriens	6815-1	Hovertron
34	Space / UFO	6816-1	Cyber Blaster
34	Space / Insectoids	6817-1	Beta Buzzer
34	Space / UFO	6818-1	Cyborg Scout
34	Space / Classic Space	6820-1	Starfire I
34	Space / Classic Space	6821-1	Shovel Buggy
34	Space / Classic Space	6822-1	Space Digger
34	Space / Classic Space	6823-1	Surface Transport
34	Space / Classic Space	6824-1	Space Dart I
34	Space / Classic Space	6825-1	Cosmic Comet
34	Space / Classic Space	6826-1	Crater Crawler
34	Space / Classic Space	6827-1	Strata Scooter
34	Space / Futuron	6828-1	Twin-Winged Spoiler
34	Space / UFO	6829-1	Radon Rover
34	Space / Futuron	6830-1	Space Patroller
34	Space / Space Police I	6831-1	Message Decoder
34	Space / Blacktron II	6832-1	Super Nova II
34	Space / M:Tron	6833-1	Beacon Tracer
34	Space / Ice Planet 2002	6834-1	Celestial Sled
34	Space / Spyrius	6835-1	Saucer Scout
34	Space / UFO	6836-1	V-Wing Fighter
34	Space / Insectoids	6837-1	Cosmic Creeper
